run,best,mean,completion,crashes,best_lap,fitness,reward,progress
1,31.64589109833676,1.5532550848265183,0.0,0.6666666666666666,,31.64589109833676,,0.39705891098336765
2,31.64589109833676,7.524101946083332,0.0,0.6666666666666666,,31.64589109833676,,0.39705891098336765
3,31.64589109833676,4.306041487728784,0.0,0.625,,31.64589109833676,,0.39705891098336765
4,31.64589109833676,9.429322024968874,0.0,0.7916666666666666,,31.64589109833676,,0.39705891098336765
5,56.77047248061997,13.07080495644603,0.0,0.9166666666666666,,56.77047248061997,,0.6658547248061997
6,56.878186768743866,16.31960450706264,0.0,0.9166666666666666,,56.878186768743866,,0.6699318676874386
7,57.048469436264114,17.19820488181615,0.0,0.7916666666666666,,57.048469436264114,,0.6699318676874386
8,269.04091170043745,40.06131497254353,0.08333333333333333,0.8333333333333334,422,269.04091170043745,,1.0
9,269.04091170043745,45.628949975137715,0.125,0.7916666666666666,417,269.04091170043745,,1.0
10,269.04091170043745,32.12873571976403,0.08333333333333333,0.5833333333333334,422,269.04091170043745,,1.0
11,269.04091170043745,40.17121059135761,0.08333333333333333,0.7083333333333334,422,269.04091170043745,,1.0
12,269.04091170043745,37.208278323885935,0.08333333333333333,0.6666666666666666,422,269.04091170043745,,1.0
13,269.04091170043745,37.21354713155264,0.08333333333333333,0.6666666666666666,422,269.04091170043745,,1.0
14,269.04091170043745,52.59587251285084,0.16666666666666666,0.6666666666666666,422,269.04091170043745,,1.0
15,269.04091170043745,61.160529055032136,0.16666666666666666,0.5833333333333334,422,269.04091170043745,,1.0
16,269.04091170043745,96.30508233320215,0.3333333333333333,0.5416666666666666,422,269.04091170043745,,1.0
17,269.04091170043745,52.62429036302248,0.125,0.7083333333333334,422,269.04091170043745,,1.0
18,269.04091170043745,59.492230873817356,0.16666666666666666,0.75,422,269.04091170043745,,1.0
19,269.04091170043745,78.85457513225212,0.25,0.6666666666666666,422,269.04091170043745,,1.0
20,269.04091170043745,127.37617224664659,0.4583333333333333,0.4583333333333333,422,269.04091170043745,,1.0
21,269.04091170043745,132.67490026019456,0.4583333333333333,0.4583333333333333,422,269.04091170043745,,1.0
22,269.3319522015071,108.98891441142219,0.375,0.4166666666666667,422,269.3319522015071,,1.0
23,272.32427759077905,150.08877056477198,0.5416666666666666,0.375,413,272.32427759077905,,1.0
24,272.32427759077905,91.84956539834003,0.2916666666666667,0.5833333333333334,413,272.32427759077905,,1.0
25,277.4875230869006,109.71669756744605,0.3333333333333333,0.5833333333333334,401,277.4875230869006,,1.0
26,278.3811915411065,191.51804545889263,0.7083333333333334,0.3333333333333333,398,278.3811915411065,,1.0
27,278.3811915411065,167.2398529407528,0.5833333333333334,0.375,400,278.3811915411065,,1.0
28,278.7746584558346,172.4268399683755,0.625,0.4583333333333333,399,278.7746584558346,,1.0
29,278.7746584558346,122.06183718567706,0.4166666666666667,0.5,399,278.7746584558346,,1.0
30,278.7746584558346,113.3559571011088,0.375,0.5416666666666666,399,278.7746584558346,,1.0
