run,best,mean,completion,crashes,best_lap,fitness,reward,progress
1,22.65752147557087,-1.56978985083184,0.0,0.5833333333333334,,22.65752147557087,,0.3085252147557087
2,30.120864795083705,9.15449135359993,0.0,0.75,,30.120864795083705,,0.40280864795083704
3,30.42530103011091,13.733336652335666,0.0,0.75,,30.42530103011091,,0.40280864795083704
4,31.092256426471828,17.214396374299543,0.0,0.75,,31.092256426471828,,0.39705891098336765
5,31.514584507636457,22.719658164042652,0.0,0.875,,31.514584507636457,,0.39499584507636454
6,31.514584507636457,27.78950260603033,0.0,0.9583333333333334,,31.514584507636457,,0.39499584507636454
7,31.750891098336766,26.413750716657688,0.0,0.9583333333333334,,31.750891098336766,,0.39705891098336765
8,31.750891098336766,21.99155597004408,0.0,0.9583333333333334,,31.750891098336766,,0.39705891098336765
9,31.750891098336766,25.266244014607583,0.0,1.0,,31.750891098336766,,0.39705891098336765
10,31.916757306212986,22.025460280752498,0.0,0.8333333333333334,,31.916757306212986,,0.39901757306212987
11,31.916757306212986,23.576631222846363,0.0,0.875,,31.916757306212986,,0.39901757306212987
12,31.916757306212986,19.817952208530404,0.0,0.8333333333333334,,31.916757306212986,,0.39901757306212987
13,31.916757306212986,23.533803868562355,0.0,0.9583333333333334,,31.916757306212986,,0.39901757306212987
14,31.916757306212986,15.158527618049852,0.0,0.6666666666666666,,31.916757306212986,,0.39901757306212987
15,32.0678194809697,18.510419378703563,0.0,0.7083333333333334,,32.0678194809697,,0.40052819480969704
16,32.0678194809697,25.67121449435361,0.0,0.9583333333333334,,32.0678194809697,,0.40052819480969704
17,32.0678194809697,20.030492640233067,0.0,0.8333333333333334,,32.0678194809697,,0.40052819480969704
18,32.43333524265743,23.32599347577262,0.0,0.875,,32.43333524265743,,0.40433335242657426
19,32.43333524265743,24.24977808737476,0.0,0.875,,32.43333524265743,,0.40433335242657426
20,32.65455833262558,21.506007090785975,0.0,0.8333333333333334,,32.65455833262558,,0.4068455833262558
21,32.65455833262558,28.5638126487927,0.0,1.0,,32.65455833262558,,0.4068455833262558
22,32.74892718675532,25.162053969299944,0.0,0.9166666666666666,,32.74892718675532,,0.40733927186755314
23,32.74892718675532,27.01595323943837,0.0,1.0,,32.74892718675532,,0.40733927186755314
24,33.55362462587228,19.490089647378305,0.0,0.7916666666666666,,33.55362462587228,,0.41628624625872285
25,33.55362462587228,18.97850612069956,0.0,0.75,,33.55362462587228,,0.41628624625872285
26,33.55362462587228,24.02734264746736,0.0,0.9583333333333334,,33.55362462587228,,0.41628624625872285
27,33.55362462587228,28.22922188813745,0.0,1.0,,33.55362462587228,,0.41628624625872285
28,46.38238672102588,18.190224081446008,0.0,0.875,,46.38238672102588,,0.5541738672102589
29,46.38238672102588,26.00831923525608,0.0,1.0,,46.38238672102588,,0.5541738672102589
30,46.38238672102588,26.72648053245378,0.0,1.0,,46.38238672102588,,0.5541738672102589
