run,best,mean,completion,crashes,best_lap,fitness,reward,progress
1,17.808516849111044,0.022706771467695102,0.0,0.5833333333333334,,17.808516849111044,,0.24518516849111044
2,17.808516849111044,9.176678888459909,0.0,0.9166666666666666,,17.808516849111044,,0.24518516849111044
3,26.871173201062092,8.344493239109076,0.0,0.75,,26.871173201062092,,0.34316173201062095
4,26.871173201062092,17.256909530177435,0.0,1.0,,26.871173201062092,,0.34316173201062095
5,26.871173201062092,17.893014158422385,0.0,0.875,,26.871173201062092,,0.34316173201062095
6,272.26626399312937,28.623238537966284,0.041666666666666664,0.75,412,272.26626399312937,,1.0
7,272.26626399312937,46.151847036518234,0.08333333333333333,0.8333333333333334,412,272.26626399312937,,1.0
8,275.97262828848636,93.99869393573681,0.2916666666666667,0.7083333333333334,405,275.97262828848636,,1.0
9,275.97262828848636,59.694039589228396,0.16666666666666666,0.7916666666666666,405,275.97262828848636,,1.0
10,276.4909797656476,109.52489291958348,0.375,0.7083333333333334,404,276.4909797656476,,1.0
11,278.11927541253465,114.80932851868529,0.375,0.5833333333333334,401,278.11927541253465,,1.0
12,278.11927541253465,122.254750628282,0.375,0.7083333333333334,401,278.11927541253465,,1.0
13,278.9458853931077,136.06236660222632,0.4583333333333333,0.5,399,278.9458853931077,,1.0
14,278.9458853931077,143.7879231933422,0.5,0.4166666666666667,399,278.9458853931077,,1.0
15,278.9458853931077,202.5330342928014,0.75,0.125,399,278.9458853931077,,1.0
16,278.95792180543503,192.30751847232537,0.6666666666666666,0.20833333333333334,399,278.95792180543503,,1.0
17,281.0951435105511,149.1651055365999,0.5,0.25,397,281.0951435105511,,1.0
18,281.0951435105511,118.51482878467023,0.375,0.5833333333333334,397,281.0951435105511,,1.0
19,281.0951435105511,146.77360701174888,0.5,0.625,397,281.0951435105511,,1.0
20,281.0951435105511,78.48617771814929,0.25,0.7083333333333334,397,281.0951435105511,,1.0
21,281.0951435105511,96.82518391109325,0.2916666666666667,0.4583333333333333,396,281.0951435105511,,1.0
22,281.0951435105511,96.27995927796661,0.2916666666666667,0.4583333333333333,397,281.0951435105511,,1.0
23,281.0951435105511,120.01653793646953,0.4166666666666667,0.4583333333333333,397,281.0951435105511,,1.0
24,281.0951435105511,132.1403928843753,0.4583333333333333,0.5416666666666666,397,281.0951435105511,,1.0
25,281.0951435105511,106.54737352354057,0.3333333333333333,0.5416666666666666,397,281.0951435105511,,1.0
26,281.0951435105511,110.64951402902693,0.375,0.4583333333333333,397,281.0951435105511,,1.0
27,281.0951435105511,110.20450324576107,0.375,0.5416666666666666,397,281.0951435105511,,1.0
28,281.0951435105511,153.60640689045076,0.5416666666666666,0.2916666666666667,397,281.0951435105511,,1.0
29,281.0951435105511,164.79510967318183,0.5833333333333334,0.3333333333333333,397,281.0951435105511,,1.0
30,281.0951435105511,133.64353683384033,0.4583333333333333,0.5833333333333334,397,281.0951435105511,,1.0
