run,best,mean,completion,crashes,best_lap,fitness,reward,progress
1,24.882062100497908,-1.8773297460064642,0.0,0.4166666666666667,,24.882062100497908,,0.3238706210049791
2,31.780891098336767,13.316255922559483,0.0,0.875,,31.780891098336767,,0.39705891098336765
3,31.780891098336767,20.173412999616016,0.0,0.9166666666666666,,31.780891098336767,,0.39705891098336765
4,31.80858318556583,22.24633307698674,0.0,0.9583333333333334,,31.80858318556583,,0.3974858318556583
5,31.99596761649756,24.326845948117903,0.0,1.0,,31.99596761649756,,0.39950967616497557
6,32.051523657109556,22.892186934192736,0.0,0.9166666666666666,,32.051523657109556,,0.4006652365710956
7,32.09502833735878,23.914610461395927,0.0,0.9166666666666666,,32.09502833735878,,0.4006652365710956
8,32.09502833735878,23.562899611357278,0.0,0.9583333333333334,,32.09502833735878,,0.4006652365710956
9,32.09502833735878,25.245824356210914,0.0,0.875,,32.09502833735878,,0.4006652365710956
10,32.09502833735878,20.58294831236059,0.0,1.0,,32.09502833735878,,0.4006652365710956
11,32.09502833735878,23.26759365294318,0.0,0.9583333333333334,,32.09502833735878,,0.4006652365710956
12,32.09502833735878,20.500957256369798,0.0,0.9166666666666666,,32.09502833735878,,0.4006652365710956
13,32.40159187749108,25.859501954756144,0.0,1.0,,32.40159187749108,,0.40521591877491075
14,32.40159187749108,20.13850157236674,0.0,0.875,,32.40159187749108,,0.40521591877491075
15,32.40159187749108,24.47350068899569,0.0,1.0,,32.40159187749108,,0.40521591877491075
16,32.46647455574385,24.24713644038016,0.0,1.0,,32.46647455574385,,0.40521591877491075
17,32.46647455574385,22.326657126828962,0.0,0.875,,32.46647455574385,,0.40521591877491075
18,32.46647455574385,27.429901344405383,0.0,0.9583333333333334,,32.46647455574385,,0.40521591877491075
19,32.46647455574385,23.673196955973506,0.0,0.7916666666666666,,32.46647455574385,,0.40521591877491075
20,32.566394912247176,24.358423192331077,0.0,0.7916666666666666,,32.566394912247176,,0.4061139491224718
21,32.91286049551689,25.439609038656382,0.0,0.8333333333333334,,32.91286049551689,,0.4092786049551689
22,32.916540247714515,26.00467658574628,0.0,0.7916666666666666,,32.916540247714515,,0.40946540247714514
23,32.92567438418845,25.031254789852824,0.0,0.9583333333333334,,32.92567438418845,,0.40946540247714514
24,32.99174421478407,25.481970737394377,0.0,0.9166666666666666,,32.99174421478407,,0.40976744214784067
25,32.99174421478407,28.22877033286328,0.0,0.9166666666666666,,32.99174421478407,,0.40976744214784067
26,33.25387815820033,25.03283779211489,0.0,1.0,,33.25387815820033,,0.4128387815820033
27,33.25387815820033,26.695662581789055,0.0,1.0,,33.25387815820033,,0.4128387815820033
28,33.29887815820033,27.695987764163316,0.0,1.0,,33.29887815820033,,0.4128387815820033
29,33.29887815820033,27.362824373511078,0.0,1.0,,33.29887815820033,,0.4128387815820033
30,33.29887815820033,27.435489413073924,0.0,1.0,,33.29887815820033,,0.4128387815820033
