run,best,mean,completion,crashes,best_lap,fitness,reward,progress
1,20.093575856587382,-0.4429844349301521,0.0,0.6666666666666666,,20.093575856587382,,0.2720857585658738
2,20.093575856587382,9.299227875731754,0.0,0.9166666666666666,,20.093575856587382,,0.2720857585658738
3,21.764771539679675,10.129380555171702,0.0,0.8333333333333334,,21.764771539679675,,0.28909771539679674
4,21.764771539679675,8.920579384242744,0.0,0.875,,21.764771539679675,,0.2898242761809449
5,23.992646378193008,9.737715850266069,0.0,0.9166666666666666,,23.992646378193008,,0.3116764637819301
6,24.79877720244212,12.886044044483144,0.0,0.875,,24.79877720244212,,0.3212377720244212
7,27.01688200785592,11.811310213387834,0.0,0.875,,27.01688200785592,,0.3458188200785592
8,49.77092552639372,15.873198423255237,0.0,0.9583333333333334,,49.77092552639372,,0.5886592552639371
9,49.77092552639372,18.999519982838137,0.0,1.0,,49.77092552639372,,0.5886592552639371
10,49.77092552639372,20.278966460351175,0.0,0.9583333333333334,,49.77092552639372,,0.5886592552639371
11,57.02834681657571,20.074577970464272,0.0,0.9583333333333334,,57.02834681657571,,0.6663334681657571
12,258.4708720968858,33.09079595757341,0.041666666666666664,0.9583333333333334,448,258.4708720968858,,1.0
13,265.17459263912326,41.01285787930456,0.08333333333333333,0.9166666666666666,431,265.17459263912326,,1.0
14,271.8051685142823,60.93875352889288,0.16666666666666666,0.875,414,271.8051685142823,,1.0
15,274.7582306081472,94.72721425347584,0.2916666666666667,0.7083333333333334,407,274.7582306081472,,1.0
16,274.7582306081472,113.36178663105431,0.4166666666666667,0.5,407,274.7582306081472,,1.0
17,277.4567861316492,138.43401076892846,0.5,0.4166666666666667,400,277.4567861316492,,1.0
18,277.4567861316492,93.1098657818278,0.2916666666666667,0.625,401,277.4567861316492,,1.0
19,277.4567861316492,137.1353426689392,0.5,0.375,401,277.4567861316492,,1.0
20,277.923615411572,173.1632863292607,0.625,0.4166666666666667,400,277.923615411572,,1.0
21,277.923615411572,130.83667777583437,0.4583333333333333,0.5416666666666666,398,277.923615411572,,1.0
22,277.923615411572,128.37892346657057,0.4583333333333333,0.5,400,277.923615411572,,1.0
23,277.923615411572,127.81394685958348,0.4166666666666667,0.5,400,277.923615411572,,1.0
24,278.8077132420822,202.73564884301462,0.75,0.4166666666666667,399,278.8077132420822,,1.0
25,278.8077132420822,112.19243796920314,0.375,0.5833333333333334,400,278.8077132420822,,1.0
26,278.8077132420822,106.12233405089997,0.3333333333333333,0.625,398,278.8077132420822,,1.0
27,278.8077132420822,115.30390505467521,0.375,0.5416666666666666,398,278.8077132420822,,1.0
28,278.8077132420822,110.41012788414632,0.375,0.5,398,278.8077132420822,,1.0
29,278.8077132420822,150.078323666616,0.5,0.5,398,278.8077132420822,,1.0
30,278.8077132420822,171.33264579221225,0.5833333333333334,0.4166666666666667,398,278.8077132420822,,1.0
