run,best,mean,completion,crashes,best_lap,fitness,reward,progress
1,13.5048382793432,-2.984979034487338,0.0,0.6666666666666666,,13.5048382793432,,0.20079838279343198
2,24.472545846229192,5.083022930862162,0.0,0.7083333333333334,,24.472545846229192,,0.32036618232352826
3,24.472545846229192,10.231196623350117,0.0,0.875,,24.472545846229192,,0.32036618232352826
4,24.76643909335759,12.136265619170373,0.0,0.75,,24.76643909335759,,0.3273643909335759
5,24.990582581506203,9.415618468668375,0.0,0.625,,24.990582581506203,,0.3273643909335759
6,25.07153101124372,20.26764574653223,0.0,0.875,,25.07153101124372,,0.3250503479278871
7,25.548406381622225,22.02993592932533,0.0,0.9166666666666666,,25.548406381622225,,0.33068406381622223
8,25.6770832648938,23.889689597632508,0.0,1.0,,25.6770832648938,,0.332270832648938
9,25.790835516016728,22.919152415169577,0.0,0.9166666666666666,,25.790835516016728,,0.33400835516016725
10,25.964088909469755,23.739725424052143,0.0,1.0,,25.964088909469755,,0.33889088909469756
11,25.964088909469755,21.586019274809516,0.0,0.9166666666666666,,25.964088909469755,,0.33889088909469756
12,25.964088909469755,19.358075504871795,0.0,0.875,,25.964088909469755,,0.33889088909469756
13,25.964088909469755,19.270578337645848,0.0,0.7916666666666666,,25.964088909469755,,0.33889088909469756
14,25.964088909469755,16.32920412610199,0.0,0.75,,25.964088909469755,,0.33889088909469756
15,26.304027036943655,22.761231812536252,0.0,0.8333333333333334,,26.304027036943655,,0.3416902703694365
16,26.304027036943655,17.141510085490058,0.0,0.7083333333333334,,26.304027036943655,,0.3416902703694365
17,26.304027036943655,18.521186440445653,0.0,0.8333333333333334,,26.304027036943655,,0.3416902703694365
18,26.31945342577163,21.520259521054125,0.0,0.875,,26.31945342577163,,0.3416902703694365
19,26.31945342577163,18.62383012364651,0.0,0.9166666666666666,,26.31945342577163,,0.3416902703694365
20,26.31945342577163,19.34558581084471,0.0,0.875,,26.31945342577163,,0.3416902703694365
21,26.31945342577163,19.405771058049428,0.0,0.8333333333333334,,26.31945342577163,,0.3393729107724564
22,26.88016068890539,19.099348313619426,0.0,0.9166666666666666,,26.88016068890539,,0.3450516068890539
23,26.88016068890539,19.33082986540374,0.0,0.9166666666666666,,26.88016068890539,,0.3450516068890539
24,26.88016068890539,22.699659612486418,0.0,1.0,,26.88016068890539,,0.3450516068890539
25,26.88016068890539,22.84475173023556,0.0,1.0,,26.88016068890539,,0.3450516068890539
26,26.88016068890539,22.971937142025865,0.0,1.0,,26.88016068890539,,0.3450516068890539
27,26.88016068890539,21.16371534353033,0.0,0.9583333333333334,,26.88016068890539,,0.3450516068890539
28,26.88016068890539,21.41829992395907,0.0,0.9583333333333334,,26.88016068890539,,0.3450516068890539
29,26.88016068890539,20.336769324023958,0.0,0.7916666666666666,,26.88016068890539,,0.3450516068890539
30,26.88016068890539,19.99319861590883,0.0,0.875,,26.88016068890539,,0.3450516068890539
