run,best,mean,completion,crashes,best_lap,fitness,reward,progress
1,13.309895005761813,-4.994804394131538,0.0,0.5,,13.309895005761813,,0.19869895005761812
2,13.309895005761813,-0.7648821280720547,0.0,0.625,,13.309895005761813,,0.20009965662440773
3,13.38274100200887,2.3498814057768946,0.0,0.5416666666666666,,13.38274100200887,,0.1995774100200887
4,21.85769143474682,7.466517289957788,0.0,0.7083333333333334,,21.85769143474682,,0.2903269143474682
5,24.398898866026315,9.16616286057468,0.0,0.875,,24.398898866026315,,0.3161889886602631
6,24.398898866026315,5.420184684533126,0.0,0.8333333333333334,,24.398898866026315,,0.3161889886602631
7,27.685633947736882,13.858347311972674,0.0,0.9583333333333334,,27.685633947736882,,0.3510063394773688
8,27.764397062895625,12.143812528610193,0.0,1.0,,27.764397062895625,,0.35344397062895627
9,27.764397062895625,14.717887722803567,0.0,0.9583333333333334,,27.764397062895625,,0.35344397062895627
10,27.764397062895625,13.302915247562394,0.0,0.875,,27.764397062895625,,0.35344397062895627
11,27.764397062895625,16.625999084232454,0.0,0.9583333333333334,,27.764397062895625,,0.35344397062895627
12,27.764397062895625,14.373298768666595,0.0,0.875,,27.764397062895625,,0.35344397062895627
13,33.49387815820033,14.057513536229743,0.0,0.875,,33.49387815820033,,0.4128387815820033
14,33.49387815820033,15.366630004841186,0.0,0.8333333333333334,,33.49387815820033,,0.4128387815820033
15,57.98210689102176,13.333681063456623,0.0,0.8333333333333334,,57.98210689102176,,0.6718210689102175
16,57.98210689102176,16.395659988817613,0.0,0.875,,57.98210689102176,,0.6718210689102175
17,57.98210689102176,12.506588972117404,0.0,0.7916666666666666,,57.98210689102176,,0.6718210689102175
18,57.98210689102176,19.158699209324357,0.0,1.0,,57.98210689102176,,0.6718210689102175
19,57.98210689102176,14.710812133900989,0.0,1.0,,57.98210689102176,,0.6718210689102175
20,57.98210689102176,11.644135450958402,0.0,1.0,,57.98210689102176,,0.6718210689102175
21,57.98210689102176,8.30113747622076,0.0,0.9583333333333334,,57.98210689102176,,0.6718210689102175
22,57.98210689102176,11.710813006838558,0.0,0.9583333333333334,,57.98210689102176,,0.6718210689102175
23,57.98210689102176,12.016531270154166,0.0,0.9583333333333334,,57.98210689102176,,0.6718210689102175
24,57.98210689102176,14.482885770641929,0.0,0.8333333333333334,,57.98210689102176,,0.6718210689102175
25,57.98210689102176,10.836857793359458,0.0,1.0,,57.98210689102176,,0.6718210689102175
26,57.98210689102176,9.207276434880336,0.0,0.9583333333333334,,57.98210689102176,,0.6718210689102175
27,67.43981958628595,8.809540879156234,0.0,0.9583333333333334,,67.43981958628595,,0.7713481958628594
28,275.693025534977,30.556668264532323,0.08333333333333333,0.9166666666666666,403,275.693025534977,,1.0
29,275.693025534977,27.84713076190232,0.08333333333333333,0.9583333333333334,403,275.693025534977,,1.0
30,275.693025534977,50.34850211584236,0.125,0.875,403,275.693025534977,,1.0
