run,best,mean,completion,crashes,best_lap,fitness,reward,progress
1,13.345317807116835,-3.723484648231383,0.0,0.5,,13.345317807116835,,0.19935317807116834
2,20.803157283304273,4.088588200623971,0.0,0.5833333333333334,,20.803157283304273,,0.2797815728330427
3,20.803157283304273,3.8313095997629176,0.0,0.5833333333333334,,20.803157283304273,,0.2797815728330427
4,31.876003318709692,9.422681958342944,0.0,0.7083333333333334,,31.876003318709692,,0.3978600331870969
5,31.876003318709692,9.395901733575483,0.0,0.6666666666666666,,31.876003318709692,,0.3978600331870969
6,32.11161991347029,10.725705678922642,0.0,0.6666666666666666,,32.11161991347029,,0.40021619913470285
7,32.11161991347029,14.60121052184129,0.0,0.875,,32.11161991347029,,0.40021619913470285
8,32.11161991347029,16.993300343260874,0.0,0.75,,32.11161991347029,,0.40021619913470285
9,51.186900363295926,18.11708467999407,0.0,0.875,,51.186900363295926,,0.6053690036329593
10,51.186900363295926,13.817190487116944,0.0,0.625,,51.186900363295926,,0.6053690036329593
11,51.186900363295926,13.30430724400666,0.0,0.625,,51.186900363295926,,0.6053690036329593
12,56.96436370305017,10.55700276878587,0.0,0.5833333333333334,,56.96436370305017,,0.6676436370305017
13,249.0426280537668,25.95411547689955,0.041666666666666664,0.75,475,249.0426280537668,,1.0
14,254.82094303245344,52.771839264862535,0.125,0.625,461,254.82094303245344,,1.0
15,254.82094303245344,66.23430370247875,0.16666666666666666,0.75,461,254.82094303245344,,1.0
16,254.82094303245344,62.46017641166574,0.16666666666666666,0.7916666666666666,461,254.82094303245344,,1.0
17,254.82094303245344,89.51705087342549,0.2916666666666667,0.625,456,254.82094303245344,,1.0
18,256.97892228048585,94.2426215686874,0.3333333333333333,0.4166666666666667,452,256.97892228048585,,1.0
19,262.4334114838207,119.83617585831495,0.4166666666666667,0.5,441,262.4334114838207,,1.0
20,262.4334114838207,114.90686748270149,0.4166666666666667,0.5,441,262.4334114838207,,1.0
21,270.95308414233614,145.67106938778906,0.5416666666666666,0.4583333333333333,418,270.95308414233614,,1.0
22,277.02415213175334,168.50967546283547,0.625,0.4166666666666667,403,277.02415213175334,,1.0
23,278.796914361137,152.40283729941817,0.5416666666666666,0.5416666666666666,399,278.796914361137,,1.0
24,278.85311593950973,192.48853577204275,0.7083333333333334,0.25,399,278.85311593950973,,1.0
25,278.85311593950973,144.24804832192657,0.5,0.5,396,278.85311593950973,,1.0
26,278.86313950666715,219.43888573131676,0.7916666666666666,0.25,396,278.86313950666715,,1.0
27,278.86313950666715,88.11400155568909,0.2916666666666667,0.4583333333333333,399,278.86313950666715,,1.0
28,278.86313950666715,127.0419975837991,0.4166666666666667,0.6666666666666666,399,278.86313950666715,,1.0
29,279.6384676348931,133.98560764503097,0.4583333333333333,0.5,399,279.6384676348931,,1.0
30,279.6384676348931,107.66794490607958,0.3333333333333333,0.6666666666666666,399,279.6384676348931,,1.0
