run,best,mean,completion,crashes,best_lap,fitness,reward,progress
1,25.215877755375146,-1.8571347065960895,0.0,0.5416666666666666,,25.215877755375146,,0.32600877755375146
2,25.590705553667277,10.595297251197078,0.0,0.875,,25.590705553667277,,0.33005705553667275
3,25.919244061521702,14.764700351896598,0.0,0.9166666666666666,,25.919244061521702,,0.33400835516016725
4,26.264275116270603,14.100710426835589,0.0,0.8333333333333334,,26.264275116270603,,0.3372427511627061
5,246.20251836874954,23.60140416875328,0.041666666666666664,0.8333333333333334,422,246.20251836874954,,1.0
6,274.08531517741415,74.58636901188385,0.25,0.6666666666666666,409,274.08531517741415,,1.0
7,278.7296906133754,125.1232672295592,0.4166666666666667,0.5416666666666666,400,278.7296906133754,,1.0
8,278.7296906133754,119.688149724746,0.4166666666666667,0.5833333333333334,399,278.7296906133754,,1.0
9,278.7922505364626,98.95814812446491,0.3333333333333333,0.5416666666666666,399,278.7922505364626,,1.0
10,278.7922505364626,100.38944198049721,0.3333333333333333,0.5,399,278.7922505364626,,1.0
11,278.7922505364626,118.46123042148082,0.4166666666666667,0.625,399,278.7922505364626,,1.0
12,278.7922505364626,87.35350799287676,0.2916666666666667,0.625,399,278.7922505364626,,1.0
13,279.51225236392554,92.88456196720806,0.3333333333333333,0.7916666666666666,398,279.51225236392554,,1.0
14,279.51225236392554,128.53352832922758,0.4583333333333333,0.5416666666666666,398,279.51225236392554,,1.0
15,279.51225236392554,78.41498897812778,0.25,0.5833333333333334,398,279.51225236392554,,1.0
16,280.15969915231415,103.55404397340124,0.375,0.6666666666666666,397,280.15969915231415,,1.0
17,280.15969915231415,91.79433818855723,0.2916666666666667,0.7916666666666666,397,280.15969915231415,,1.0
18,280.15969915231415,117.7628398920678,0.4166666666666667,0.7083333333333334,397,280.15969915231415,,1.0
19,281.2051391317535,87.42229827460585,0.2916666666666667,0.75,396,281.2051391317535,,1.0
20,281.2051391317535,125.00703205879229,0.4166666666666667,0.625,396,281.2051391317535,,1.0
21,281.2051391317535,88.66912920158516,0.2916666666666667,0.5416666666666666,396,281.2051391317535,,1.0
22,281.2051391317535,145.50904844925878,0.5,0.5,396,281.2051391317535,,1.0
23,281.2051391317535,149.9005687927393,0.5,0.5833333333333334,396,281.2051391317535,,1.0
24,281.2051391317535,155.59166939512545,0.5416666666666666,0.6666666666666666,396,281.2051391317535,,1.0
25,281.2051391317535,156.426548094573,0.5,0.5,396,281.2051391317535,,1.0
26,281.2051391317535,123.29985833508827,0.4166666666666667,0.75,396,281.2051391317535,,1.0
27,281.2051391317535,100.48748507247954,0.2916666666666667,0.7083333333333334,396,281.2051391317535,,1.0
28,281.2051391317535,120.41621495790407,0.375,0.5833333333333334,396,281.2051391317535,,1.0
29,281.2051391317535,154.81400876047613,0.5416666666666666,0.375,396,281.2051391317535,,1.0
30,281.2051391317535,122.61053353608001,0.4166666666666667,0.7916666666666666,396,281.2051391317535,,1.0
