run,best,mean,completion,crashes,best_lap,fitness,reward,progress
1,26.900723901905543,-1.927797302202248,0.0,0.4583333333333333,,26.900723901905543,,0.3487072390190554
2,26.900723901905543,8.06069171314464,0.0,0.7916666666666666,,26.900723901905543,,0.3487072390190554
3,26.900723901905543,9.293219058066017,0.0,0.9166666666666666,,26.900723901905543,,0.3487072390190554
4,31.765891098336766,3.6352715271426788,0.0,0.7083333333333334,,31.765891098336766,,0.39705891098336765
5,57.24057985332415,17.9487424942041,0.0,0.9583333333333334,,57.24057985332415,,0.6713057985332416
6,57.58693241456211,11.639656752335318,0.0,0.7916666666666666,,57.58693241456211,,0.6746193241456211
7,57.58693241456211,24.027419001864732,0.0,1.0,,57.58693241456211,,0.6746435872663289
8,251.02222995196837,35.00582175151985,0.08333333333333333,0.8333333333333334,467,251.02222995196837,,1.0
9,252.73081166055647,58.411281744183746,0.16666666666666666,0.8333333333333334,463,252.73081166055647,,1.0
10,252.73081166055647,64.77337410736804,0.20833333333333334,0.75,444,252.73081166055647,,1.0
11,258.9518679657583,59.89620372240123,0.16666666666666666,0.7083333333333334,447,258.9518679657583,,1.0
12,269.9273812088253,77.93493928878887,0.25,0.625,419,269.9273812088253,,1.0
13,269.9273812088253,74.38830977329688,0.25,0.625,419,269.9273812088253,,1.0
14,269.9273812088253,90.96801356604529,0.3333333333333333,0.6666666666666666,417,269.9273812088253,,1.0
15,269.9273812088253,129.02471868865052,0.4166666666666667,0.5416666666666666,419,269.9273812088253,,1.0
16,269.9273812088253,110.60618603499752,0.375,0.5833333333333334,419,269.9273812088253,,1.0
17,269.9273812088253,72.26739322082555,0.25,0.5833333333333334,419,269.9273812088253,,1.0
18,269.9273812088253,87.06994929992636,0.2916666666666667,0.625,419,269.9273812088253,,1.0
19,269.9273812088253,76.12734471593245,0.25,0.5833333333333334,419,269.9273812088253,,1.0
20,269.9273812088253,85.5128750002519,0.2916666666666667,0.4166666666666667,419,269.9273812088253,,1.0
21,269.9273812088253,118.20883720461813,0.4166666666666667,0.5833333333333334,418,269.9273812088253,,1.0
22,273.98629023440367,172.0369347142038,0.625,0.375,412,273.98629023440367,,1.0
23,274.1350202019785,162.28524852439918,0.5833333333333334,0.5,409,274.1350202019785,,1.0
24,274.6824009100524,119.59682801969855,0.4166666666666667,0.625,404,274.6824009100524,,1.0
25,278.32012362655604,130.56788023632467,0.4583333333333333,0.4583333333333333,400,278.32012362655604,,1.0
26,278.32012362655604,122.47335464295698,0.4166666666666667,0.625,400,278.32012362655604,,1.0
27,278.32012362655604,103.57473989924078,0.3333333333333333,0.75,400,278.32012362655604,,1.0
28,278.32012362655604,94.37940874378462,0.2916666666666667,0.6666666666666666,400,278.32012362655604,,1.0
29,278.32012362655604,122.94014819598557,0.4166666666666667,0.5833333333333334,400,278.32012362655604,,1.0
30,278.32012362655604,192.90341054098212,0.7083333333333334,0.2916666666666667,400,278.32012362655604,,1.0
